【73V32】中学校学習指導要領（平成20年告示：平成27年一部改正）コード表　Ver 3.2,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
理科,860,(5) 博物館や科学学習センターなどと積極的に連携，協力を図るよう配慮すること。,7360300150000000
理科,861,(6) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，理科の特質に応じて適切な指導をすること。,7360300160000001
理科,862,２　各分野の内容の指導については，次の事項に配慮するものとする。,7360300200000000
理科,863,(1) 観察，実験，野外観察を重視するとともに，地域の環境や学校の実態を生かし，自然の事物・現象を科学的に探究する能力の基礎と態度の育成及び基本的な概念の形成が段階的に無理なく行えるようにすること。,7360300210000000
理科,864,(2) 生命を尊重し，自然環境の保全に寄与する態度が育成されるようにすること。,7360300220000000
理科,865,(3) 科学技術が日常生活や社会を豊かにしていることや安全性の向上に役立っていることに触れること。また，理科で学習することが様々な職業などと関係していることにも触れること。,7360300230000000
理科,866,３　観察，実験，野外観察の指導においては，特に事故防止に十分留意するとともに，使用薬品の管理及び廃棄についても適切な措置をとるよう配慮するものとする。,7360300300000000
理科,867, ４　各分野の指導に当たっては，観察，実験の過程での情報の検索，実験，データの処理，実験の計測などにおいて，コンピュータや情報通信ネットワークなどを積極的かつ適切に活用するよう配慮するものとする。,7360300400000000
音楽,868,第５節　音楽,7380000000000000
音楽,869,"第１　目標
　表現及び鑑賞の幅広い活動を通して，音楽を愛好する心情を育てるとともに，音楽に対する感性を豊かにし，音楽活動の基礎的な能力を伸ばし，音楽文化についての理解を深め，豊かな情操を養う。  ",7380100000000000
音楽,870,第２　各学年の目標及び内容,7380200000000000
音楽,871,〔第１学年〕,7380210000000000
音楽,872,１　目標,7380212000000000
音楽,873,(1) 音楽活動の楽しさを体験することを通して，音や音楽への興味・関心を養い，音楽によって生活を明るく豊かなものにする態度を育てる。,7380212100000000
音楽,874,(2) 多様な音楽表現の豊かさや美しさを感じ取り，基礎的な表現の技能を身に付け，創意工夫して表現する能力を育てる。,7380212200000000
音楽,875,(3) 多様な音楽のよさや美しさを味わい，幅広く主体的に鑑賞する能力を育てる。,7380212300000000
音楽,876,２　内容,7380213000000000
音楽,877,Ａ  表現  ,7380213100000000
音楽,878,(1) 歌唱の活動を通して，次の事項を指導する。,7380213110000000
音楽,879,ア　歌詞の内容や曲想を感じ取り，表現を工夫して歌うこと。,7380213111000000
音楽,880,イ　曲種に応じた発声により，言葉の特性を生かして歌うこと。,7380213112000000
音楽,881,ウ　声部の役割や全体の響きを感じ取り，表現を工夫しながら合わせて歌うこと。,7380213113000000
音楽,882,(2) 器楽の活動を通して，次の事項を指導する。,7380213120000000
音楽,883,ア　曲想を感じ取り，表現を工夫して演奏すること。　,7380213121000000
音楽,884,イ　楽器の特徴をとらえ，基礎的な奏法を身に付けて演奏すること。,7380213122000000
音楽,885,ウ　声部の役割や全体の響きを感じ取り，表現を工夫しながら合わせて演奏すること。,7380213123000000
音楽,886,(3) 創作の活動を通して，次の事項を指導する。,7380213130000000
音楽,887,ア　言葉や音階などの特徴を感じ取り，表現を工夫して簡単な旋律をつくること。,7380213131000000
音楽,888,イ　表現したいイメージをもち，音素材の特徴を感じ取り，反復，変化，対照などの構成を工夫しながら音楽をつくること。,7380213132000000
音楽,889,(4) 表現教材は，次に示すものを取り扱う。,7380213140000000
音楽,890,ア　我が国及び諸外国の様々な音楽のうち，指導のねらいに適切で，生徒にとって平易で親しみのもてるものであること。,7380213141000000
音楽,891,イ　歌唱教材には，次の観点から取り上げたものを含めること。,7380213142000000
音楽,892,(ｱ) 我が国で長く歌われ親しまれている歌曲のうち，我が国の自然や四季の美しさを感じ取れるもの又は我が国の文化や日本語のもつ美しさを味わえるもの,7380213142100000
音楽,893,(ｲ) 民謡，長唄《ながうた》などの我が国の伝統的な歌唱のうち，地域や学校，生徒の実態を考慮して，伝統的な声の特徴を感じ取れるもの,7380213142200000
音楽,894,Ｂ　鑑賞  ,7380213200000000
音楽,895,(1) 鑑賞の活動を通して，次の事項を指導する。,7380213210000000
音楽,896,ア　音楽を形づくっている要素や構造と曲想とのかかわりを感じ取って聴き，言葉で説明するなどして，音楽のよさや美しさを味わうこと。,7380213211000000
音楽,897,イ　音楽の特徴をその背景となる文化・歴史や他の芸術と関連付けて，鑑賞すること。,7380213212000000
音楽,898,ウ　我が国や郷土の伝統音楽及びアジア地域の諸民族の音楽の特徴から音楽の多様性を感じ取り，鑑賞すること。,7380213213000000
音楽,899,(2) 鑑賞教材は，我が国や郷土の伝統音楽を含む我が国及び諸外国の様々な音楽のうち，指導のねらいに適切なものを取り扱う。,7380213220000000
音楽,900,〔共通事項〕,7380213300000000
音楽,901,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を指導する。,7380213310000000
音楽,902,ア　音色，リズム，速度，旋律，テクスチュア，強弱，形式，構成などの音楽を形づくっている要素や要素同士の関連を知覚し，それらの働きが生み出す特質や雰囲気を感受すること。,7380213311000000
音楽,903,イ　音楽を形づくっている要素とそれらの働きを表す用語や記号などについて，音楽活動を通して理解すること。,7380213312000000
音楽,904,〔第２学年及び第３学年〕,73802B0000000000
音楽,905,１　目標,73802B2000000000
音楽,906,(1) 音楽活動の楽しさを体験することを通して，音や音楽への興味・関心を高め，音楽によって生活を明るく豊かなものにし，生涯にわたって音楽に親しんでいく態度を育てる。,73802B2100000000
音楽,907,(2) 多様な音楽表現の豊かさや美しさを感じ取り，表現の技能を伸ばし，創意工夫して表現する能力を高める。,73802B2200000000
音楽,908,(3) 多様な音楽に対する理解を深め，幅広く主体的に鑑賞する能力を高める。,73802B2300000000
音楽,909,２　内容,73802B3000000000
音楽,910,Ａ  表現,73802B3100000000
音楽,911,(1) 歌唱の活動を通して，次の事項を指導する。,73802B3110000000
音楽,912,ア　歌詞の内容や曲想を味わい，曲にふさわしい表現を工夫して歌うこと。,73802B3111000000
音楽,913,イ　曲種に応じた発声や言葉の特性を理解して，それらを生かして歌うこと。,73802B3112000000
音楽,914,ウ　声部の役割と全体の響きとのかかわりを理解して，表現を工夫しながら合わせて歌うこと。,73802B3113000000
音楽,915,(2) 器楽の活動を通して，次の事項を指導する。,73802B3120000000
音楽,916,ア　曲想を味わい，曲にふさわしい表現を工夫して演奏すること。,73802B3121000000
音楽,917,イ　楽器の特徴を理解し，基礎的な奏法を生かして演奏すること。　,73802B3122000000
音楽,918,ウ　声部の役割と全体の響きとのかかわりを理解して，表現を工夫しながら合わせて演奏すること。,73802B3123000000
音楽,919,(3) 創作の活動を通して，次の事項を指導する。,73802B3130000000
音楽,920,ア　言葉や音階などの特徴を生かし，表現を工夫して旋律をつくること。,73802B3131000000
音楽,921,イ　表現したいイメージをもち，音素材の特徴を生かし，反復，変化，対照などの構成や全体のまとまりを工夫しながら音楽をつくること。,73802B3132000000
音楽,922,(4) 表現教材は，次に示すものを取り扱う。,73802B3140000000
音楽,923,ア　我が国及び諸外国の様々な音楽のうち，指導のねらいに適切で，生徒の意欲を高め親しみのもてるものであること。,73802B3141000000
音楽,924,イ　歌唱教材には，次の観点から取り上げたものを含めること。,73802B3142000000
音楽,925,(ｱ) 我が国で長く歌われ親しまれている歌曲のうち，我が国の自然や四季の美しさを感じ取れるもの又は我が国の文化や日本語のもつ美しさを味わえるもの,73802B3142100000
音楽,926,(ｲ) 民謡，長唄《ながうた》などの我が国の伝統的な歌唱のうち，地域や学校，生徒の実態を考慮して，伝統的な声の特徴を感じ取れるもの,73802B3142200000
音楽,927,Ｂ　鑑賞,73802B3200000000
音楽,928,(1) 鑑賞の活動を通して，次の事項を指導する。,73802B3210000000
音楽,929,ア　音楽を形づくっている要素や構造と曲想とのかかわりを理解して聴き，根拠をもって批評するなどして，音楽のよさや美しさを味わうこと。,73802B3211000000
音楽,930,イ　音楽の特徴をその背景となる文化・歴史や他の芸術と関連付けて理解して，鑑賞すること。,73802B3212000000
音楽,931,ウ　我が国や郷土の伝統音楽及び諸外国の様々な音楽の特徴から音楽の多様性を理解して，鑑賞すること。,73802B3213000000
音楽,932,(2) 鑑賞教材は，我が国や郷土の伝統音楽を含む我が国及び諸外国の様々な音楽のうち，指導のねらいに適切なものを取り扱う。,73802B3220000000
音楽,933,〔共通事項〕,73802B3300000000
音楽,934,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を指導する。,73802B3310000000
音楽,935,ア　音色，リズム，速度，旋律，テクスチュア，強弱，形式，構成などの音楽を形づくっている要素や要素同士の関連を知覚し，それらの働きが生み出す特質や雰囲気を感受すること。,73802B3311000000
音楽,936,イ　音楽を形づくっている要素とそれらの働きを表す用語や記号などについて，音楽活動を通して理解すること。,73802B3312000000
音楽,937,第３　指導計画の作成と内容の取扱い,7380300000000000
音楽,938,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,7380300100000000
音楽,939,(1) 第２の各学年の内容の〔共通事項〕は表現及び鑑賞に関する能力を育成する上で共通に必要となるものであり，表現及び鑑賞の各活動において十分な指導が行われるよう工夫すること。,7380300110000000
音楽,940,(2) 第２の各学年の内容の「Ａ表現」の(1)，(2)，(3)及び「Ｂ鑑賞」の(1)の指導については，それぞれ特定の活動のみに偏らないようにすること。,7380300120000000
音楽,941,(3) 第２の各学年の内容については，生徒がより個性を生かした音楽活動を展開できるようにするため，表現方法や表現形態を選択できるようにするなど，学校や生徒の実態に応じ，効果的な指導ができるよう工夫すること。,7380300130000000
音楽,942,(4) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，音楽科の特質に応じて適切な指導をすること。,7380300140000001
音楽,943,２　第２の内容の指導については，次の事項に配慮するものとする。,7380300200000000
音楽,944,(1) 歌唱の指導については，次のとおり取り扱うこと。,7380300210000000
音楽,945,ア　各学年の「Ａ表現」の(4)のイの(ｱ)の歌唱教材については，以下の共通教材の中から各学年ごとに１曲以上を含めること。,7380300211000000
音楽,946,「赤とんぼ」　　三木露風《みきろふう》作詞　山田耕筰《やまだこうさく》作曲,7380300211100000
音楽,947,「荒城の月」　　土井晩翠《どいばんすい》作詞　滝廉太郎《たきれんたろう》作曲,7380300211200000
音楽,948,「早春賦」　　　吉丸一昌《よしまるかずまさ》作詞　中田章《なかだあきら》作曲,7380300211300000
音楽,949,「夏の思い出」　江間章子《えましょうこ》作詞　中田喜直《なかだよしなお》作曲,7380300211400000
音楽,950,「花」　　　　　武島羽衣《たけしまはごろも》作詞　滝廉太郎《たきれんたろう》作曲,7380300211500000
音楽,951,「花の街」　　　江間章子《えましょうこ》作詞　團伊玖磨《だんいくま》作曲,7380300211600000
音楽,952,「浜辺の歌」　　林古溪《はやしこけい》作詞　成田為三《なりたためぞう》作曲,7380300211700000
音楽,953,イ  変声期について気付かせるとともに，変声期の生徒に対しては心理的な面についても配慮し，適切な声域と声量によって歌わせるようにすること。,7380300212000000
音楽,954,ウ  相対的な音程感覚などを育てるために，適宜，移動ド唱法を用いること。,7380300213000000
音楽,955,(2) 器楽の指導については，指導上の必要に応じて和楽器，弦楽器，管楽器，打楽器，鍵《けん》盤楽器，電子楽器及び世界の諸民族の楽器を適宜用いること。なお，和楽器の指導については，３学年間を通じて１種類以上の楽器の表現活動を通して，生徒が我が国や郷土の伝統音楽のよさを味わうことができるよう工夫すること。,7380300220000000
音楽,956,(3) 我が国の伝統的な歌唱や和楽器の指導については，言葉と音楽との関係，姿勢や身体の使い方についても配慮すること。,7380300230000000
音楽,957,(4) 読譜の指導については，小学校における学習を踏まえ，♯や♭の調号としての意味を理解させるとともに，３学年間を通じて，1♯，1♭程度をもった調号の楽譜の視唱や視奏に慣れさせるようにすること。,7380300240000000
音楽,958,(5) 創作の指導については，即興的に音を出しながら音のつながり方を試すなど，音を音楽へと構成していく体験を重視すること。その際，理論に偏らないようにするとともに，必要に応じて作品を記録する方法を工夫させること。,7380300250000000
音楽,959,(6) 各学年の「Ａ表現」の指導に当たっては，指揮などの身体的表現活動も取り上げるようにすること。,7380300260000000
音楽,960,(7) 各学年の「Ａ表現」及び「Ｂ鑑賞」の指導に当たっては，次のとおり取り扱うこと。,7380300270000000
音楽,961,ア　生徒が自己のイメージや思いを伝え合ったり，他者の意図に共感したりできるようにするなどコミュニケーションを図る指導を工夫すること。,7380300271000000
音楽,962,イ  適宜，自然音や環境音などについても取り扱い，音環境への関心を高めたり，音や音楽が生活に果たす役割を考えさせたりするなど，生徒が音や音楽と生活や社会とのかかわりを実感できるような指導を工夫すること。また，コンピュータや教育機器の活用も工夫すること。,7380300272000000
音楽,963,ウ  音楽に関する知的財産権について，必要に応じて触れるようにすること。,7380300273000000
音楽,964,(8) 各学年の〔共通事項〕のイの用語や記号などは，小学校学習指導要領第２章第６節音楽の第３の２の(6)に示すものに加え，生徒の学習状況を考慮して，次に示すものを取り扱うこと。,7380300280000000
音楽,965,拍,7380300280100000
音楽,966,拍子,7380300280200000
音楽,967,間《ま》,7380300280300000
音楽,968,序破急,7380300280400000
音楽,969,フレーズ,7380300280500000
音楽,970,音階,7380300280600000
音楽,971,調,7380300280700000
音楽,972,和音,7380300280800000
音楽,973,動機,7380300280900000
音楽,974,アンダンテ,7380300281000000
音楽,975,モデラート,7380300281100000
音楽,976,アレグロ,7380300281200000
音楽,977,リタルダンド,7380300281300000
音楽,978,ア・テンポ,7380300281400000
音楽,979,アッチェレランド,7380300281500000
音楽,980,レガート,7380300281600000
音楽,981,ピアニッシモ,7380300281700000
音楽,982,フォルティッシモ,7380300281800000
音楽,983,ディミヌエンド,7380300281900000
音楽,984,ダ・カーポ,7380300282000000
音楽,985,ダル・セーニョ,7380300282100000
音楽,986,フェルマータ,7380300282200000
音楽,987,テヌート,7380300282300000
音楽,988,三連符,7380300282400000
音楽,989,二分休符,7380300282500000
音楽,990,全休符,7380300282600000
音楽,991,十六分休符,7380300282700000
美術,992,第６節　美術,73A0000000000000
美術,993,"第１　目標
　表現及び鑑賞の幅広い活動を通して，美術の創造活動の喜びを味わい美術を愛好する心情を育てるとともに，感性を豊かにし，美術の基礎的な能力を伸ばし，美術文化についての理解を深め，豊かな情操を養う。",73A0100000000000
美術,994,第２　各学年の目標及び内容,73A0200000000000
美術,995,〔第１学年〕,73A0210000000000
美術,996,１　目標,73A0212000000000
美術,997,(1) 楽しく美術の活動に取り組み美術を愛好する心情を培い，心豊かな生活を創造していく意欲と態度を育てる。,73A0212100000000
美術,998,(2) 対象を見つめ感じ取る力や想像力を高め，豊かに発想し構想する能力や形や色彩などによる表現の技能を身に付け，意図に応じて創意工夫し美しく表現する能力を育てる。,73A0212200000000
美術,999,(3) 自然の造形や美術作品などについての基礎的な理解や見方を広げ，美術文化に対する関心を高め，よさや美しさなどを味わう鑑賞の能力を育てる。,73A0212300000000
美術,1000,２　内容,73A0213000000000
美術,1001,Ａ　表現,73A0213100000000
美術,1002,(1) 感じ取ったことや考えたことなどを基に，絵や彫刻などに表現する活動を通して，発想や構想に関する次の事項を指導する。,73A0213110000000
美術,1003,ア　対象を見つめ感じ取った形や色彩の特徴や美しさ，想像したことなどを基に主題を生み出すこと。,73A0213111000000
美術,1004,イ　主題などを基に，全体と部分との関係などを考えて創造的な構成を工夫し，心豊かに表現する構想を練ること。,73A0213112000000
美術,1005,(2) 伝える，使うなどの目的や機能を考え，デザインや工芸などに表現する活動を通して，発想や構想に関する次の事項を指導する。,73A0213120000000
美術,1006,ア　目的や条件などを基に，美的感覚を働かせて，構成や装飾を考え，表現の構想を練ること。,73A0213121000000
美術,1007,イ　他者の立場に立って，伝えたい内容について分かりやすさや美しさなどを考え，表現の構想を練ること。,73A0213122000000
美術,1008,ウ　用途や機能，使用する者の気持ち，材料などから美しさなどを考え，表現の構想を練ること。,73A0213123000000
美術,1009,(3) 発想や構想をしたことなどを基に表現する活動を通して，技能に関する次の事項を指導する。,73A0213130000000
美術,1010,ア　形や色彩などの表し方を身に付け，意図に応じて材料や用具の生かし方などを考え，創意工夫して表現すること。,73A0213131000000
美術,1011,イ　材料や用具の特性などから制作の順序などを考えながら，見通しをもって表現すること。,73A0213132000000
美術,1012,Ｂ　鑑賞,73A0213200000000
美術,1013,(1) 美術作品などのよさや美しさを感じ取り味わう活動を通して，鑑賞に関する次の事項を指導する。,73A0213210000000
美術,1014,ア　造形的なよさや美しさ，作者の心情や意図と表現の工夫，美と機能性の調和，生活における美術の働きなどを感じ取り，作品などに対する思いや考えを説明し合うなどして，対象の見方や感じ方を広げること。,73A0213211000000
美術,1015,イ　身近な地域や日本及び諸外国の美術の文化遺産などを鑑賞し，そのよさや美しさなどを感じ取り，美術文化に対する関心を高めること。,73A0213212000000
美術,1016,〔共通事項〕,73A0213300000000
美術,1017,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を指導する。,73A0213310000000
美術,1018,ア　形や色彩，材料，光などの性質や，それらがもたらす感情を理解すること。,73A0213311000000
美術,1019,イ　形や色彩の特徴などを基に，対象のイメージをとらえること。,73A0213312000000
美術,1020,〔第２学年及び第３学年〕,73A02B0000000000
美術,1021,１　目標,73A02B2000000000
美術,1022,(1) 主体的に美術の活動に取り組み美術を愛好する心情を深め，心豊かな生活を創造していく意欲と態度を高める。,73A02B2100000000
美術,1023,(2) 対象を深く見つめ感じ取る力や想像力を一層高め，独創的・総合的な見方や考え方を培い，豊かに発想し構想する能力や自分の表現方法を創意工夫し，創造的に表現する能力を伸ばす。,73A02B2200000000
美術,1024,(3) 自然の造形，美術作品や文化遺産などについての理解や見方を深め，心豊かに生きることと美術とのかかわりに関心をもち，よさや美しさなどを味わう鑑賞の能力を高める。 ,73A02B2300000000
美術,1025,２　内容,73A02B3000000000
美術,1026,Ａ　表現,73A02B3100000000
美術,1027,(1) 感じ取ったことや考えたことなどを基に，絵や彫刻などに表現する活動を通して，発想や構想に関する次の事項を指導する。,73A02B3110000000
美術,1028,ア　対象を深く見つめ感じ取ったこと，考えたこと，夢，想像や感情などの心の世界などを基に，主題を生み出すこと。,73A02B3111000000
美術,1029,イ　主題などを基に想像力を働かせ，単純化や省略，強調，材料の組合せなどを考え，創造的な構成を工夫し，心豊かな表現の構想を練ること。,73A02B3112000000
美術,1030,(2) 伝える，使うなどの目的や機能を考え，デザインや工芸などに表現する活動を通して，発想や構想に関する次の事項を指導する。,73A02B3120000000
美術,1031,ア　目的や条件などを基に，美的感覚を働かせて形や色彩，図柄，材料，光などの組合せを簡潔にしたり総合化したりするなどして構成や装飾を考え，表現の構想を練ること。,73A02B3121000000
美術,1032,イ　伝えたい内容を多くの人々に伝えるために，形や色彩などの効果を生かして分かりやすさや美しさなどを考え，表現の構想を練ること。,73A02B3122000000
美術,1033,ウ　使用する者の気持ちや機能，夢や想像，造形的な美しさなどを総合的に考え，表現の構想を練ること。,73A02B3123000000
美術,1034,(3) 発想や構想をしたことなどを基に表現する活動を通して，技能に関する次の事項を指導する。,73A02B3130000000
美術,1035,ア　材料や用具の特性を生かし，自分の表現意図に合う新たな表現方法を工夫するなどして創造的に表現すること。,73A02B3131000000
美術,1036,イ　材料や用具，表現方法の特性などから制作の順序などを総合的に考えながら，見通しをもって表現すること。,73A02B3132000000
美術,1037,Ｂ　鑑賞,73A02B3200000000
美術,1038,(1) 美術作品などのよさや美しさを感じ取り味わう活動を通して，鑑賞に関する次の事項を指導する。,73A02B3210000000
美術,1039,ア　造形的なよさや美しさ，作者の心情や意図と創造的な表現の工夫，目的や機能との調和のとれた洗練された美しさなどを感じ取り見方を深め，作品などに対する自分の価値意識をもって批評し合うなどして，美意識を高め幅広く味わうこと。,73A02B3211000000
美術,1040,イ　美術作品などに取り入れられている自然のよさや，自然や身近な環境の中に見られる造形的な美しさなどを感じ取り，安らぎや自然との共生などの視点から，生活を美しく豊かにする美術の働きについて理解すること。,73A02B3212000000
美術,1041,ウ　日本の美術の概括的な変遷や作品の特質を調べたり，それらの作品を鑑賞したりして，日本の美術や伝統と文化に対する理解と愛情を深めるとともに，諸外国の美術や文化との相違と共通性に気付き，それぞれのよさや美しさなどを味わい，美術を通した国際理解を深め，美術文化の継承と創造への関心を高めること。,73A02B3213000000
美術,1042,〔共通事項〕,73A02B3300000000
美術,1043,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を指導する。,73A02B3310000000
美術,1044,ア　形や色彩，材料，光などの性質や，それらがもたらす感情を理解すること。,73A02B3311000000
美術,1045,イ　形や色彩の特徴などを基に，対象のイメージをとらえること。,73A02B3312000000
美術,1046,第３　指導計画の作成と内容の取扱い,73A0300000000000
美術,1047,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,73A0300100000000
美術,1048,(1) 第２の各学年の内容の「Ａ表現」及び「Ｂ鑑賞」の指導については相互の関連を図るようにすること。,73A0300110000000
美術,1049,(2) 第２の各学年の内容の〔共通事項〕は表現及び鑑賞に関する能力を育成する上で共通に必要となるものであり，表現及び鑑賞の各活動において十分な指導が行われるよう工夫すること。,73A0300120000000
美術,1050,(3) 第２の各学年の内容の「Ａ表現」については，(1)及び(2)と，(3)は原則として関連付けて行い，(1)及び(2)それぞれにおいて描く活動とつくる活動のいずれも経験させるようにすること。その際，第２学年及び第３学年の各学年においては，(1)及び(2)それぞれにおいて，描く活動とつくる活動のいずれかを選択して扱うことができることとし，２学年間を通して描く活動とつくる活動が調和的に行えるようにすること。,73A0300130000000
美術,1051,(4) 第２の内容の「Ｂ鑑賞」の指導については，各学年とも適切かつ十分な授業時数を確保すること。,73A0300140000000
美術,1052,(5) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，美術科の特質に応じて適切な指導をすること。,73A0300150000001
美術,1053, ２  第２の内容の指導については，次の事項に配慮するものとする。,73A0300200000000
美術,1054,(1) 各学年の「Ａ表現」の指導に当たっては，生徒の学習経験や能力，発達特性等の実態を踏まえ，生徒が自分の表現意図に合う表現形式や技法，材料などを選択し創意工夫して表現できるように，次の事項に配慮すること。,73A0300210000000
美術,1055,ア  見る力や感じ取る力，考える力，描く力などを育成するために，スケッチの学習を効果的に取り入れるようにすること。,73A0300211000000
美術,1056,イ  美術の表現の可能性を広げるために，写真・ビデオ・コンピュータ等の映像メディアの積極的な活用を図るようにすること。,73A0300212000000
美術,1057,ウ　日本及び諸外国の作品の独特な表現形式，漫画やイラストレーション，図などの多様な表現方法を活用できるようにすること。,73A0300213000000
美術,1058,エ  表現の材料や題材などについては，地域の身近なものや伝統的なものも取り上げるようにすること。,73A0300214000000
美術,1059,(2) 各学年の「Ｂ鑑賞」の題材については，日本及び諸外国の児童生徒の作品，アジアの文化遺産についても取り上げるとともに，美術館・博物館等の施設や文化財などを積極的に活用するようにすること。,73A0300220000000
美術,1060,(3) 主題を生み出すことから表現の確認及び完成に至る全過程を通して，生徒が夢と目標をもち，自分のよさを発見し喜びをもって自己実現を果たしていく態度の形成を図るようにすること。,73A0300230000000
美術,1061,(4) 互いの個性を生かし合い協力して創造する喜びを味わわせるため，適切な機会を選び共同で行う創造活動を経験させること。また，各表現の完成段階で作品を発表し合い，互いの表現のよさや個性などを認め尊重し合う活動をするようにすること。,73A0300240000000
美術,1062,(5) 美術に関する知的財産権や肖像権などについて配慮し，自己や他者の創造物等を尊重する態度の形成を図るようにすること。,73A0300250000000
美術,1063,３  事故防止のため，特に，刃物類，塗料，器具などの使い方の指導と保管，活動場所における安全指導などを徹底するものとする。,73A0300300000000
美術,1064,４  生徒が随時鑑賞に親しむことができるよう，校内の適切な場所に鑑賞作品などを展示するとともに，生徒や学校の実態に応じて，学校図書館等における鑑賞用図書，映像資料などの活用を図るものとする。,73A0300400000000
保健体育,1065,第７節　保健体育,73G0000000000000
保健体育,1066,"第１　目標
　心と体を一体としてとらえ，運動や健康・安全についての理解と運動の合理的な実践を通して，生涯にわたって運動に親しむ資質や能力を育てるとともに健康の保持増進のための実践力の育成と体力の向上を図り，明るく豊かな生活を営む態度を育てる。",73G0100000000000
保健体育,1067,第２　各分野の目標及び内容,73G0200000000000
保健体育,1068,〔体育分野　第１学年及び第２学年〕,73G12A0000000000
保健体育,1069,１　目標,73G12A2000000000
保健体育,1070,(1) 運動の合理的な実践を通して，運動の楽しさや喜びを味わうことができるようにするとともに，知識や技能を身に付け，運動を豊かに実践することができるようにする。,73G12A2100000000
保健体育,1071,(2) 運動を適切に行うことによって，体力を高め，心身の調和的発達を図る。,73G12A2200000000
保健体育,1072,(3) 運動における競争や協同の経験を通して，公正に取り組む，互いに協力する，自己の役割を果たすなどの意欲を育てるとともに，健康・安全に留意し，自己の最善を尽くして運動をする態度を育てる。,73G12A2300000000
保健体育,1073,２　内容,73G12A3000000000
保健体育,1074,Ａ  体つくり運動,73G12A3100000000
保健体育,1075,(1) 次の運動を通して，体を動かす楽しさや心地よさを味わい，体力を高め，目的に適した運動を身に付け，組み合わせることができるようにする。,73G12A3110000000
保健体育,1076,ア　体ほぐしの運動では，心と体の関係に気付き，体の調子を整え，仲間と交流するための手軽な運動や律動的な運動を行うこと。,73G12A3111000000
保健体育,1077,イ　体力を高める運動では，ねらいに応じて，体の柔らかさ，巧みな動き，力強い動き，動きを持続する能力を高めるための運動を行うとともに，それらを組み合わせて運動の計画に取り組むこと。,73G12A3112000000
保健体育,1078,(2) 体つくり運動に積極的に取り組むとともに，分担した役割を果たそうとすることなどや，健康・安全に気を配ることができるようにする。,73G12A3120000000
保健体育,1079,(3) 体つくり運動の意義と行い方，運動の計画の立て方などを理解し，課題に応じた運動の取り組み方を工夫できるようにする。,73G12A3130000000
保健体育,1080,Ｂ  器械運動,73G12A3200000000
保健体育,1081,(1) 次の運動について，技ができる楽しさや喜びを味わい，その技がよりよくできるようにする。,73G12A3210000000
保健体育,1082,ア  マット運動では，回転系や巧技系の基本的な技を滑らかに行うこと，条件を変えた技，発展技を行うこと，それらを組み合わせること。,73G12A3211000000
保健体育,1083,イ  鉄棒運動では，支持系や懸垂系の基本的な技を滑らかに行うこと，条件を変えた技，発展技を行うこと，それらを組み合わせること。,73G12A3212000000
保健体育,1084,ウ  平均台運動では，体操系やバランス系の基本的な技を滑らかに行うこと，条件を変えた技，発展技を行うこと，それらを組み合わせること。,73G12A3213000000
保健体育,1085,エ　跳び箱運動では，切り返し系や回転系の基本的な技を滑らかに行うこと，条件を変えた技，発展技を行うこと。,73G12A3214000000
保健体育,1086,(2) 器械運動に積極的に取り組むとともに，よい演技を認めようとすること，分担した役割を果たそうとすることなどや，健康・安全に気を配ることができるようにする。,73G12A3220000000
保健体育,1087,(3) 器械運動の特性や成り立ち，技の名称や行い方，関連して高まる体力などを理解し，課題に応じた運動の取り組み方を工夫できるようにする。,73G12A3230000000
保健体育,1088,Ｃ　陸上競技,73G12A3300000000
保健体育,1089,(1) 次の運動について，記録の向上や競争の楽しさや喜びを味わい，基本的な動きや効率のよい動きを身に付けることができるようにする。,73G12A3310000000
保健体育,1090,ア  短距離走・リレーでは，滑らかな動きで速く走ること，長距離走では，ペースを守り一定の距離を走ること，ハードル走では，リズミカルな走りから滑らかにハードルを越すこと。,73G12A3311000000
保健体育,1091,イ  走り幅跳びでは，スピードに乗った助走から素早く踏み切って跳ぶこと，走り高跳びでは，リズミカルな助走から力強く踏み切って大きな動作で跳ぶこと。,73G12A3312000000
保健体育,1092,(2) 陸上競技に積極的に取り組むとともに，勝敗などを認め，ルールやマナーを守ろうとすること，分担した役割を果たそうとすることなどや，健康・安全に気を配ることができるようにする。,73G12A3320000000
保健体育,1093,(3) 陸上競技の特性や成り立ち，技術の名称や行い方，関連して高まる体力などを理解し，課題に応じた運動の取り組み方を工夫できるようにする。,73G12A3330000000
保健体育,1094,Ｄ  水泳,73G12A3400000000
