学校種別,設置区分,区市町村,学校名,学校名（ふりがな）,郵便番号,所在地,電話番号,デフォルト宛名,用途タグ
中学校,公立,葛飾区,葛飾区立小松中学校,かつしかくりつこまつちゅうがっこう,124-0024,東京都葛飾区新小岩4-30-1,03-3653-1436,葛飾区立小松中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立亀有中学校,かつしかくりつかめありちゅうがっこう,125-0061,東京都葛飾区亀有1-23-1,03-3690-4567,葛飾区立亀有中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立立石中学校,かつしかくりつたていしちゅうがっこう,124-0012,東京都葛飾区立石6-3-1,03-3693-7343,葛飾区立立石中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立常盤中学校,かつしかくりつときわちゅうがっこう,125-0042,東京都葛飾区金町2-11-1,03-3607-1122,葛飾区立常盤中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立一之台中学校,かつしかくりついちのだいちゅうがっこう,125-0002,東京都葛飾区西亀有4-1-1,03-3605-5230,葛飾区立一之台中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立青戸中学校,かつしかくりつあおとちゅうがっこう,125-0062,東京都葛飾区青戸5-10-1,03-3601-8327,葛飾区立青戸中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立青葉中学校,かつしかくりつあおばちゅうがっこう,124-0006,東京都葛飾区堀切8-12-1,03-3602-9591,葛飾区立青葉中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立高砂中学校,かつしかくりつたかさごちゅうがっこう,125-0054,東京都葛飾区高砂3-30-1,03-3658-5194,葛飾区立高砂中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立東金町中学校,かつしかくりつひがしかなまちちゅうがっこう,125-0041,東京都葛飾区東金町5-3-1,03-3609-0444,葛飾区立東金町中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立葛美中学校,かつしかくりつかつみちゅうがっこう,125-0032,東京都葛飾区水元2-17-1,03-3627-1401,葛飾区立葛美中学校 御中,宛名印刷
中学校,公立,葛飾区,葛飾区立新小岩中学校,かつしかくりつしんこいわちゅうがっこう,124-0025,東京都葛飾区西新小岩2-1-2,03-3695-2541,葛飾区立新小岩中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小松川第二中学校,えどがわくりつこまつがわだいにちゅうがっこう,132-0034,東京都江戸川区小松川2-10-2,03-3685-4900,江戸川区立小松川第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第一中学校,えどがわくりつまつえだいいちちゅうがっこう,132-0025,東京都江戸川区松江5-5-1,03-3652-0197,江戸川区立松江第一中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第二中学校,えどがわくりつまつえだいにちゅうがっこう,132-0031,東京都江戸川区松島2-3-1,03-3651-2546,江戸川区立松江第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第三中学校,えどがわくりつまつえだいさんちゅうがっこう,132-0021,東京都江戸川区中央1-20-1,03-3651-0043,江戸川区立松江第三中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第四中学校,えどがわくりつまつえだいよんちゅうがっこう,132-0023,東京都江戸川区西一之江1-16-1,03-3652-7591,江戸川区立松江第四中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第五中学校,えどがわくりつまつえだいごちゅうがっこう,132-0024,東京都江戸川区一之江6-18-1,03-3652-7946,江戸川区立松江第五中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立葛西中学校,えどがわくりつかさいちゅうがっこう,134-0083,東京都江戸川区中葛西2-4-3,03-3680-3486,江戸川区立葛西中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立葛西第二中学校,えどがわくりつかさいだいにちゅうがっこう,134-0082,東京都江戸川区宇喜田町1085,03-3680-5146,江戸川区立葛西第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立瑞江中学校,えどがわくりつみずえちゅうがっこう,134-0013,東京都江戸川区江戸川4-16,03-3651-2210,江戸川区立瑞江中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立瑞江第二中学校,えどがわくりつみずえだいにちゅうがっこう,132-0011,東京都江戸川区瑞江4-54-1,03-3670-1301,江戸川区立瑞江第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立鹿本中学校,えどがわくりつしかもとちゅうがっこう,133-0043,東京都江戸川区松本1-36-1,03-3651-0817,江戸川区立鹿本中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立篠崎中学校,えどがわくりつしのざきちゅうがっこう,133-0061,東京都江戸川区篠崎町5-12-19,03-3679-3001,江戸川区立篠崎中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小岩第一中学校,えどがわくりつこいわだいいちちゅうがっこう,133-0052,東京都江戸川区東小岩3-10-8,03-3659-7291,江戸川区立小岩第一中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小岩第二中学校,えどがわくりつこいわだいにちゅうがっこう,133-0052,東京都江戸川区東小岩1-6-10,03-3657-1916,江戸川区立小岩第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小岩第三中学校,えどがわくりつこいわだいさんちゅうがっこう,133-0051,東京都江戸川区北小岩8-19-1,03-3657-1958,江戸川区立小岩第三中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小岩第四中学校,えどがわくりつこいわだいよんちゅうがっこう,133-0057,東京都江戸川区西小岩3-9-18,03-3659-9471,江戸川区立小岩第四中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小岩第五中学校,えどがわくりつこいわだいごちゅうがっこう,133-0073,東京都江戸川区鹿骨5-27-1,03-3679-6375,江戸川区立小岩第五中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立上一色中学校,えどがわくりつかみいっしきちゅうがっこう,133-0041,東京都江戸川区上一色1-8-11,03-3653-5407,江戸川区立上一色中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立瑞江第三中学校,えどがわくりつみずえだいさんちゅうがっこう,132-0014,東京都江戸川区東瑞江1-38-33,03-3678-1495,江戸川区立瑞江第三中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立葛西第三中学校,えどがわくりつかさいだいさんちゅうがっこう,134-0083,東京都江戸川区中葛西6-6-13,03-3687-8021,江戸川区立葛西第三中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立松江第六中学校,えどがわくりつまつえだいろくちゅうがっこう,132-0025,東京都江戸川区松江7-16-18,03-3656-6711,江戸川区立松江第六中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立篠崎第二中学校,えどがわくりつしのざきだいにちゅうがっこう,133-0064,東京都江戸川区下篠崎町14-1,03-3677-9531,江戸川区立篠崎第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立春江中学校,えどがわくりつはるえちゅうがっこう,132-0003,東京都江戸川区春江町2-47-1,03-3678-9241,江戸川区立春江中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立二之江中学校,えどがわくりつにのえちゅうがっこう,134-0003,東京都江戸川区春江町5-3-1,03-3686-2281,江戸川区立二之江中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立鹿骨中学校,えどがわくりつししぼねちゅうがっこう,133-0073,東京都江戸川区鹿骨2-12-1,03-3678-5166,江戸川区立鹿骨中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立南葛西中学校,えどがわくりつみなみかさいちゅうがっこう,134-0085,東京都江戸川区南葛西5-12-1,03-3675-0317,江戸川区立南葛西中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立西葛西中学校,えどがわくりつにしかさいちゅうがっこう,134-0088,東京都江戸川区西葛西5-10-18,03-3686-7874,江戸川区立西葛西中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立東葛西中学校,えどがわくりつひがしかさいちゅうがっこう,134-0084,東京都江戸川区東葛西6-40-1,03-3675-4761,江戸川区立東葛西中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立清新第一中学校,えどがわくりつせいしんだいいちちゅうがっこう,134-0087,東京都江戸川区清新町1-5-14,03-3878-1281,江戸川区立清新第一中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立南葛西第二中学校,えどがわくりつみなみかさいだいにちゅうがっこう,134-0085,東京都江戸川区南葛西5-3-1,03-3878-3651,江戸川区立南葛西第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立清新第二中学校,えどがわくりつせいしんだいにちゅうがっこう,134-0087,東京都江戸川区清新町2-1-2,03-3877-6631,江戸川区立清新第二中学校 御中,宛名印刷
中学校,公立,江戸川区,江戸川区立小松川中学校,えどがわくりつこまつがわちゅうがっこう,132-0035,東京都江戸川区平井3-20-1,03-3683-8013,江戸川区立小松川中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第一中学校,はちおうじしりつだいいちちゅうがっこう,192-0032,東京都八王子市石川町2957-1,042-642-1894,八王子市立第一中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第二中学校,はちおうじしりつだいにちゅうがっこう,192-0041,東京都八王子市中野上町4-28-1,042-624-2135,八王子市立第二中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第四中学校,はちおうじしりつだいよんちゅうがっこう,192-0051,東京都八王子市元本郷町2-21-1,042-622-7227,八王子市立第四中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第五中学校,はちおうじしりつだいごちゅうがっこう,192-0046,東京都八王子市明神町4-19-1,042-642-1633,八王子市立第五中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第六中学校,はちおうじしりつだいろくちゅうがっこう,192-0902,東京都八王子市上野町97,042-622-9131,八王子市立第六中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立第七中学校,はちおうじしりつだいななちゅうがっこう,193-0832,東京都八王子市散田町2-2-1,042-661-1545,八王子市立第七中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立横山中学校,はちおうじしりつよこやまちゅうがっこう,193-0832,東京都八王子市散田町5-22-36,042-661-0257,八王子市立横山中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立長房中学校,はちおうじしりつながふさちゅうがっこう,193-0824,東京都八王子市長房町1041-1,042-664-1480,八王子市立長房中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立館中学校,はちおうじしりつたてちゅうがっこう,193-0944,東京都八王子市館町1097-15,042-664-8200,八王子市立館中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立元八王子中学校,はちおうじしりつもとはちおうじちゅうがっこう,193-0816,東京都八王子市大楽寺町415,042-624-3201,八王子市立元八王子中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立恩方中学校,はちおうじしりつおんがたちゅうがっこう,192-0156,東京都八王子市上恩方町11,042-651-3652,八王子市立恩方中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立川口中学校,はちおうじしりつかわぐちちゅうがっこう,193-0801,東京都八王子市川口町2555,042-654-2485,八王子市立川口中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立加住中学校,はちおうじしりつかすみちゅうがっこう,192-0004,東京都八王子市加住町1-191,042-691-2105,八王子市立加住中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立由井中学校,はちおうじしりつゆいちゅうがっこう,192-0914,東京都八王子市片倉町553,042-642-2148,八王子市立由井中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立打越中学校,はちおうじしりつうちこしちゅうがっこう,192-0911,東京都八王子市打越町349-1,042-645-3046,八王子市立打越中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立浅川中学校,はちおうじしりつあさかわちゅうがっこう,193-0845,東京都八王子市初沢町1370,042-661-0148,八王子市立浅川中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立由木中学校,はちおうじしりつゆぎちゅうがっこう,192-0372,東京都八王子市下柚木2-34-2,042-676-8120,八王子市立由木中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立四谷中学校,はちおうじしりつよつやちゅうがっこう,193-0813,東京都八王子市四谷町555,042-626-0961,八王子市立四谷中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立楢原中学校,はちおうじしりつならはらちゅうがっこう,193-0803,東京都八王子市楢原町1235,042-626-1205,八王子市立楢原中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立松が谷中学校,はちおうじしりつまつがやちゅうがっこう,192-0354,東京都八王子市松が谷23,042-676-3345,八王子市立松が谷中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立椚田中学校,はちおうじしりつくぬぎだちゅうがっこう,193-0942,東京都八王子市椚田町172,042-665-3473,八王子市立椚田中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立ひよどり山中学校,はちおうじしりつひよどりやまちゅうがっこう,192-0043,東京都八王子市暁町3-1-1,042-625-6431,八王子市立ひよどり山中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立横川中学校,はちおうじしりつよこかわちゅうがっこう,193-0823,東京都八王子市横川町364,042-624-3261,八王子市立横川中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立中山中学校,はちおうじしりつなかやまちゅうがっこう,192-0374,東京都八王子市中山1158-1,042-635-0521,八王子市立中山中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立甲ノ原中学校,はちおうじしりつこうのはらちゅうがっこう,192-0015,東京都八王子市中野町2639-2,042-623-4281,八王子市立甲ノ原中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立石川中学校,はちおうじしりついしかわちゅうがっこう,192-0023,東京都八王子市久保山町2-55,042-691-6881,八王子市立石川中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立城山中学校,はちおうじしりつしろやまちゅうがっこう,193-0821,東京都八王子市川町792-2,042-665-7256,八王子市立城山中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立南大沢中学校,はちおうじしりつみなみおおさわちゅうがっこう,192-0364,東京都八王子市南大沢3-7,042-676-5211,八王子市立南大沢中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立陵南中学校,はちおうじしりつりょうなんちゅうがっこう,193-0834,東京都八王子市東浅川町553-9,042-665-4711,八王子市立陵南中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立宮上中学校,はちおうじしりつみやかみちゅうがっこう,192-0364,東京都八王子市南大沢5-5,042-676-5571,八王子市立宮上中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立別所中学校,はちおうじしりつべっしょちゅうがっこう,192-0363,東京都八王子市別所2-28,042-676-6635,八王子市立別所中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立上柚木中学校,はちおうじしりつかみゆぎちゅうがっこう,192-0373,東京都八王子市上柚木3-17,042-678-2580,八王子市立上柚木中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立松木中学校,はちおうじしりつまつぎちゅうがっこう,192-0363,東京都八王子市別所1-34-1,042-678-2588,八王子市立松木中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立みなみ野中学校,はちおうじしりつみなみのちゅうがっこう,192-0916,東京都八王子市みなみ野6-14-2,042-636-0061,八王子市立みなみ野中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立鑓水中学校,はちおうじしりつやりみずちゅうがっこう,192-0375,東京都八王子市鑓水2-67,042-675-7331,八王子市立鑓水中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立七国中学校,はちおうじしりつななくにちゅうがっこう,192-0919,東京都八王子市七国6-41-1,042-637-0773,八王子市立七国中学校 御中,宛名印刷
中学校,公立,八王子市,八王子市立高尾山学園中学部中学校,はちおうじしりつたかおさんがくえんちゅうがくぶちゅうがっこう,193-0944,東京都八王子市館町1097-30,042-666-9325,八王子市立高尾山学園中学部中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第一中学校,たちかわしりつたちかわだいいちちゅうがっこう,190-0023,東京都立川市柴崎町1-3-4,042-523-4328,立川市立立川第一中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第二中学校,たちかわしりつたちかわだいにちゅうがっこう,190-0012,東京都立川市曙町3-29-46,042-523-4338,立川市立立川第二中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第三中学校,たちかわしりつたちかわだいさんちゅうがっこう,190-0021,東京都立川市羽衣町3-25-6,042-523-4348,立川市立立川第三中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第四中学校,たちかわしりつたちかわだいよんちゅうがっこう,190-0002,東京都立川市幸町5-49-1,042-536-2411,立川市立立川第四中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第五中学校,たちかわしりつたちかわだいごちゅうがっこう,190-0032,東京都立川市上砂町3-27-1,042-536-2511,立川市立立川第五中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第六中学校,たちかわしりつたちかわだいろくちゅうがっこう,190-0015,東京都立川市泉町786-16,042-537-3195,立川市立立川第六中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第七中学校,たちかわしりつたちかわだいななちゅうがっこう,190-0034,東京都立川市西砂町6-28-3,042-531-0511,立川市立立川第七中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第八中学校,たちかわしりつたちかわだいはちちゅうがっこう,190-0013,東京都立川市富士見町7-24-1,042-526-2007,立川市立立川第八中学校 御中,宛名印刷
中学校,公立,立川市,立川市立立川第九中学校,たちかわしりつたちかわだいきゅうちゅうがっこう,190-0001,東京都立川市若葉町3-19-5,042-535-1415,立川市立立川第九中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第一中学校,むさしのしりつだいいちちゅうがっこう,180-0006,東京都武蔵野市中町3-9-5,0422-51-8041,武蔵野市立第一中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第二中学校,むさしのしりつだいにちゅうがっこう,180-0021,東京都武蔵野市桜堤1-7-31,0422-52-2148,武蔵野市立第二中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第三中学校,むさしのしりつだいさんちゅうがっこう,180-0002,東京都武蔵野市吉祥寺東町1-23-8,0422-22-1426,武蔵野市立第三中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第四中学校,むさしのしりつだいよんちゅうがっこう,180-0001,東京都武蔵野市吉祥寺北町5-11-41,0422-51-7675,武蔵野市立第四中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第五中学校,むさしのしりつだいごちゅうがっこう,180-0014,東京都武蔵野市関前2-10-20,0422-52-0421,武蔵野市立第五中学校 御中,宛名印刷
中学校,公立,武蔵野市,武蔵野市立第六中学校,むさしのしりつだいろくちゅうがっこう,180-0022,東京都武蔵野市境3-20-10,0422-53-6311,武蔵野市立第六中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第一中学校,みたかしりつだいいちちゅうがっこう,181-0013,東京都三鷹市下連雀9-10-1,0422-44-5371,三鷹市立第一中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第二中学校,みたかしりつだいにちゅうがっこう,181-0014,東京都三鷹市野崎3-14-1,0422-31-6373,三鷹市立第二中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第三中学校,みたかしりつだいさんちゅうがっこう,181-0002,東京都三鷹市牟礼4-13-8,0422-44-6181,三鷹市立第三中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第四中学校,みたかしりつだいよんちゅうがっこう,181-0012,東京都三鷹市上連雀4-18-7,0422-43-9141,三鷹市立第四中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第五中学校,みたかしりつだいごちゅうがっこう,181-0004,東京都三鷹市新川1-7-20,0422-45-3201,三鷹市立第五中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第六中学校,みたかしりつだいろくちゅうがっこう,181-0004,東京都三鷹市新川2-12-17,0422-49-1833,三鷹市立第六中学校 御中,宛名印刷
中学校,公立,三鷹市,三鷹市立第七中学校,みたかしりつだいななちゅうがっこう,181-0015,東京都三鷹市大沢2-11-12,0422-31-1118,三鷹市立第七中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立第一中学校,おうめしりつだいいちちゅうがっこう,198-0088,東京都青梅市裏宿町615,0428-22-7281,青梅市立第一中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立第二中学校,おうめしりつだいにちゅうがっこう,198-0043,東京都青梅市千ヶ瀬町2-155,0428-22-7284,青梅市立第二中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立第三中学校,おうめしりつだいさんちゅうがっこう,198-0014,東京都青梅市大門2-301,0428-31-7286,青梅市立第三中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立西中学校,おうめしりつにしちゅうがっこう,198-0063,東京都青梅市梅郷6-1460-1,0428-76-0114,青梅市立西中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立第六中学校,おうめしりつだいろくちゅうがっこう,198-0003,東京都青梅市小曾木4-2040,0428-74-5344,青梅市立第六中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立第七中学校,おうめしりつだいしちちゅうがっこう,198-0001,東京都青梅市成木4-544-2,0428-74-5217,青梅市立第七中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立霞台中学校,おうめしりつかすみだいちゅうがっこう,198-0031,東京都青梅市師岡町4-6-1,0428-24-1141,青梅市立霞台中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立吹上中学校,おうめしりつふきあげちゅうがっこう,198-0015,東京都青梅市吹上1,0428-24-1880,青梅市立吹上中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立新町中学校,おうめしりつしんまちちゅうがっこう,198-0024,東京都青梅市新町5-20-1,0428-31-0411,青梅市立新町中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立泉中学校,おうめしりついずみちゅうがっこう,198-0024,東京都青梅市新町1-37,0428-31-2297,青梅市立泉中学校 御中,宛名印刷
中学校,公立,青梅市,青梅市立東中学校,おうめしりつひがしちゅうがっこう,198-0024,東京都青梅市新町3-72-1,0428-31-8451,青梅市立東中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第一中学校,ふちゅうしりつふちゅうだいいちちゅうがっこう,183-0054,東京都府中市幸町1-22,042-361-9301,府中市立府中第一中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第二中学校,ふちゅうしりつふちゅうだいにちゅうがっこう,183-0004,東京都府中市紅葉丘1-23,042-361-9302,府中市立府中第二中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第三中学校,ふちゅうしりつふちゅうだいさんちゅうがっこう,183-0027,東京都府中市本町4-16,042-361-9303,府中市立府中第三中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第四中学校,ふちゅうしりつふちゅうだいよんちゅうがっこう,183-0045,東京都府中市美好町2-13,042-363-9124,府中市立府中第四中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第五中学校,ふちゅうしりつふちゅうだいごちゅうがっこう,183-0052,東京都府中市新町2-44,042-363-9125,府中市立府中第五中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第六中学校,ふちゅうしりつふちゅうだいろくちゅうがっこう,183-0012,東京都府中市押立町1-2,042-361-7146,府中市立府中第六中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第七中学校,ふちゅうしりつふちゅうだいななちゅうがっこう,183-0042,東京都府中市武蔵台2-4,042-322-0557,府中市立府中第七中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第八中学校,ふちゅうしりつふちゅうだいはちちゅうがっこう,183-0035,東京都府中市四谷1-2827,042-364-1881,府中市立府中第八中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第九中学校,ふちゅうしりつふちゅうだいきゅうちゅうがっこう,183-0013,東京都府中市小柳町2-49,042-367-0320,府中市立府中第九中学校 御中,宛名印刷
中学校,公立,府中市,府中市立府中第十中学校,ふちゅうしりつふちゅうだいじゅうちゅうがっこう,183-0031,東京都府中市西府町4-21,042-576-7227,府中市立府中第十中学校 御中,宛名印刷
中学校,公立,府中市,府中市立浅間中学校,ふちゅうしりつせんげんちゅうがっこう,183-0001,東京都府中市浅間町1-1,042-360-0031,府中市立浅間中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立昭和中学校,あきしましりつしょうわちゅうがっこう,196-0033,東京都昭島市東町2-6-22,042-541-0065,昭島市立昭和中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立清泉中学校,あきしましりつせいせんちゅうがっこう,196-0024,東京都昭島市宮沢町1-9-1,042-541-0762,昭島市立清泉中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立拝島中学校,あきしましりつはいじまちゅうがっこう,196-0004,東京都昭島市緑町2-2-12,042-541-1040,昭島市立拝島中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立多摩辺中学校,あきしましりつたまべちゅうがっこう,196-0002,東京都昭島市拝島町4-6-30,042-545-5501,昭島市立多摩辺中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立福島中学校,あきしましりつふくじまちゅうがっこう,196-0031,東京都昭島市福島町3-20-1,042-541-2940,昭島市立福島中学校 御中,宛名印刷
中学校,公立,昭島市,昭島市立瑞雲中学校,あきしましりつずいうんちゅうがっこう,196-0012,東京都昭島市つつじが丘2-2-6,042-544-6511,昭島市立瑞雲中学校 御中,宛名印刷
中学校,公立,調布市,調布市立調布中学校,ちょうふしりつちょうふちゅうがっこう,182-0033,東京都調布市富士見町4-17-1,042-482-0275,調布市立調布中学校 御中,宛名印刷
中学校,公立,調布市,調布市立神代中学校,ちょうふしりつじんだいちゅうがっこう,182-0016,東京都調布市佐須町5-26-1,042-482-0171,調布市立神代中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第三中学校,ちょうふしりつだいさんちゅうがっこう,182-0023,東京都調布市染地3-2-7,042-482-0293,調布市立第三中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第四中学校,ちょうふしりつだいよんちゅうがっこう,182-0003,東京都調布市若葉町3-15-1,03-3308-1175,調布市立第四中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第五中学校,ちょうふしりつだいごちゅうがっこう,182-0035,東京都調布市上石原3-27-1,042-484-1311,調布市立第五中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第六中学校,ちょうふしりつだいろくちゅうがっこう,182-0022,東京都調布市国領町3-8-23,042-485-5276,調布市立第六中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第七中学校,ちょうふしりつだいななちゅうがっこう,182-0015,東京都調布市八雲台2-16-1,042-487-4521,調布市立第七中学校 御中,宛名印刷
中学校,公立,調布市,調布市立第八中学校,ちょうふしりつだいはちちゅうがっこう,182-0002,東京都調布市仙川町2-15-2,03-3309-4131,調布市立第八中学校 御中,宛名印刷
中学校,公立,町田市,町田市立町田第一中学校,まちだしりつまちだだいいちちゅうがっこう,194-0021,東京都町田市中町1-27-5,042-722-2420,町田市立町田第一中学校 御中,宛名印刷
中学校,公立,町田市,町田市立町田第二中学校,まちだしりつまちだだいにちゅうがっこう,194-0031,東京都町田市南大谷1-9-1,042-722-1101,町田市立町田第二中学校 御中,宛名印刷
中学校,公立,町田市,町田市立町田第三中学校,まちだしりつまちだだいさんちゅうがっこう,194-0032,東京都町田市本町田1853,042-722-6095,町田市立町田第三中学校 御中,宛名印刷
中学校,公立,町田市,町田市立南中学校,まちだしりつみなみちゅうがっこう,194-0012,東京都町田市金森3-27-1,042-796-2248,町田市立南中学校 御中,宛名印刷
中学校,公立,町田市,町田市立薬師中学校,まちだしりつやくしちゅうがっこう,195-0072,東京都町田市金井1-20-1,042-725-5002,町田市立薬師中学校 御中,宛名印刷
中学校,公立,町田市,町田市立鶴川中学校,まちだしりつつるかわちゅうがっこう,195-0064,東京都町田市小野路町1905-1,042-735-2405,町田市立鶴川中学校 御中,宛名印刷
